Gestore;Tipo Impianto;Indirizzo;Potenza (W)
Telecom Italia S.p.A.;Telefonia;Via  PICCOLOMINI, 5;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Viale  MONZA, 270;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Torriani, 31;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  PALAZZI, 2;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  del LAURO, 5-7;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Corso  Garibaldi, 99;<= 7
Telecom Italia S.p.A.;Microcella;Via  AMORETTI,;<= 7
Telecom Italia S.p.A.;Microcella;Largo  GREPPI,;<= 7
Telecom Italia S.p.A.;Microcella;Largo  USUELLI,;<= 7
Telecom Italia S.p.A.;Telefonia;Corso  LODI, 59;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Piazza  San Babila,;<= 7
Telecom Italia S.p.A.;Telefonia;Via  Valtellina, 63;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  BOCCONI, 8;> 7 e <= 20
Telecom Italia S.p.A.;Telefonia;Via  Lodovico Necchi, 7;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  Monte di Pietà, 8;<= 7
Telecom Italia S.p.A.;Microcella;Ripa  DI PORTA TICINESE, 19;<= 7
Telecom Italia S.p.A.;Telefonia;Via  Inganni, 11;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  San Gottardo, 9;<= 7
Telecom Italia S.p.A.;Telefonia;Via  Antonio Mosca,;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Via  GONIN, 36;<= 7
Telecom Italia S.p.A.;Telefonia;Via  TABACCHI, 56;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  ZAROTTO, 8;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Largo  DOMODOSSOLA, 1;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Largo  DOMODOSSOLA, 1;<= 7
Telecom Italia S.p.A.;Telefonia;Largo  DOMODOSSOLA, 1;<= 7
Telecom Italia S.p.A.;Telefonia;Via   GOVONE, 44;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Piazza  LAGOSTA, 4;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Corso  BUENOS AIRES, 61;<= 7
Telecom Italia S.p.A.;Telefonia;Via  VERDI, 2;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Via  PIRELLI, 9;<= 7
Telecom Italia S.p.A.;Microcella;Largo  D'ANCONA,;<= 7
Telecom Italia S.p.A.;Microcella;Via  SARPI, 38;<= 7
Telecom Italia S.p.A.;Telefonia;Largo  Rodari, 2;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  MELCHIORRE GIOIA, 168;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Viale  ARETUSA,;<= 7
Telecom Italia S.p.A.;Microcella;Corso  BUENOS AIRES, 3;<= 7
Telecom Italia S.p.A.;Microcella;Via  AMADEO, 39;<= 7
Telecom Italia S.p.A.;Microcella;Via  SAN BARNABA, 39;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  CASTELMORRONE, 1;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  FOPPA, 4;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  SACCHINI, 1;<= 7
Telecom Italia S.p.A.;Microcella;Via  LUNIGIANA, 8;<= 7
Telecom Italia S.p.A.;Microcella;Piazza  CAIAZZO, 3;<= 7
Telecom Italia S.p.A.;Microcella;Via  GRAZIANO IMPERATORE,;<= 7
Telecom Italia S.p.A.;Microcella;Via  SABOTINO, 28;<= 7
Telecom Italia S.p.A.;Telefonia;Via  ASIAGO, 46;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  PORPORA, 150;<= 7
Telecom Italia S.p.A.;Microcella;Piazza  DUOMO,;<= 7
Telecom Italia S.p.A.;Microcella;Via  FIORI CHIARI,;<= 7
Telecom Italia S.p.A.;Microcella;Via  QUARENGHI, 23;<= 7
Telecom Italia S.p.A.;Microcella;Via  MARGHERA, 24;<= 7
Telecom Italia S.p.A.;Telefonia;Via  MOLINETTO, 59;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Via  SILVA, 36;<= 7
Telecom Italia S.p.A.;Microcella;Viale  BEZZI, 81;<= 7
Telecom Italia S.p.A.;Telefonia;Piazzale  GORINI, 18;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  PORRETTA, 50;> 1000
Telecom Italia S.p.A.;Microcella;Via  dell'INNOVAZIONE,;<= 7
Telecom Italia S.p.A.;Microcella;Piazza  NAPOLI, 25;<= 7
Telecom Italia S.p.A.;Microcella;Via  PANTANO, 9;<= 7
Telecom Italia S.p.A.;Microcella;Via  GRACCHI, 35;<= 7
Telecom Italia S.p.A.;Microcella;Via  SARFATTI, 25;<= 7
Telecom Italia S.p.A.;Telefonia;Via  MERCATO, 1;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  LUSSU EMILIO, 6;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  PICCINNI, 5;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  BRUNELLESCHI, 12;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Via  PIAVE, 38;<= 7
Telecom Italia S.p.A.;Microcella;Via  BACCELLI, 2;<= 7
Telecom Italia S.p.A.;Telefonia;Via  TRASIMENO, 9;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  QUINTILIANO, 5;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  SENIGALLIA,;<= 7
Telecom Italia S.p.A.;Telefonia;Via  Vallazze, 78;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  ORNATO, 44;<= 7
Telecom Italia S.p.A.;Telefonia;Viale  ISONZO, 10;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Piazza  FIRENZE, 6;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  WATT, 27;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Viale  ABRUZZI, 82;<= 7
Telecom Italia S.p.A.;Microcella;Via  CENISIO, 61;<= 7
Telecom Italia S.p.A.;Telefonia;Viale  LEGIONI ROMANE, 43;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  TAZZOLI, 6;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  RIPAMONTI, 586;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  BASSINI, 35;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  degli IMBRIANI, 27;<= 7
Telecom Italia S.p.A.;Telefonia;Via  LITTA MODIGNANI, 108;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  PEDRONI, 15;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Via  ORNATO, 118;<= 7
Telecom Italia S.p.A.;Telefonia;Viale  MONZA, 259;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Galleria  VITTORIO EMANUELE;<= 7
Telecom Italia S.p.A.;Telefonia;Viale  CA' GRANDA, 2;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Corso  EUROPA, 18;<= 7
Telecom Italia S.p.A.;Microcella;Via  degli IMBRIANI, 40;<= 7
Telecom Italia S.p.A.;Microcella;Via  BIGLI,;<= 7
Telecom Italia S.p.A.;Telefonia;Via  RIPAMONTI, 89;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  SPEZIA, 1;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  FORCELLA VINCENZO, 3;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Viale  CASSALA, 22;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  VITTORINI, 32;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Via  delle FORZE ARMATE, 328;<= 7
Telecom Italia S.p.A.;Microcella;Via  COSSERIA, 1;<= 7
Telecom Italia S.p.A.;Telefonia;Via  SAPETO, 1;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Corso  VERCELLI, 27;<= 7
Telecom Italia S.p.A.;Microcella;Via  BAROZZI, 1;<= 7
Telecom Italia S.p.A.;Telefonia;Via  DI TOCQUEVILLE, 13;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Viale  FAMAGOSTA,;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  AIRAGHI, 49;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  TACITO, 14;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  AMIDANI,;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Via  ISONZO, 26;<= 7
Telecom Italia S.p.A.;Microcella;Via  LAMPEDUSA, 11;<= 7
Telecom Italia S.p.A.;Microcella;Via  IMBONATI,;<= 7
Telecom Italia S.p.A.;Microcella;Viale  MONTENERO,;<= 7
Telecom Italia S.p.A.;Microcella;Largo  AUGUSTO,;<= 7
Telecom Italia S.p.A.;Microcella;Corso  DI PORTA TICINESE, 64;> 7 e <= 20
Telecom Italia S.p.A.;Microcella;Via  TORINO,;<= 7
Telecom Italia S.p.A.;Telefonia;Viale  UMBRIA, 83;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Corso  Sempione, 4;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  TORTONA, 33;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Piazza  della REPUBBLICA, 17;<= 7
Telecom Italia S.p.A.;Telefonia;Via  Gazzoletti, 10;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  SAINT BON, 38;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  dei MISSAGLIA, 97;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  TUCIDIDE, 56;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  Fra Galgario, 6;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  PALMANOVA, 49;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  CAMBI, 1;<= 7
Telecom Italia S.p.A.;Telefonia;Viale  ZARA, 126;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Corso  DI PORTA TICINESE, 83;<= 7
Telecom Italia S.p.A.;Telefonia;Via  VAL FORMAZZA, 6;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Corso  VITTORIO EMANUELE II, 9;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  BUTTI Enrico, 9;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  PARMIGIANINO, 19;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Largo  DOMODOSSOLA, 1;> 7 e <= 20
Telecom Italia S.p.A.;Telefonia;Via  PICCOLOMINI, 5;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  PADOVA,;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Largo  DOMODOSSOLA, 1;<= 7
Telecom Italia S.p.A.;Telefonia;Largo  DOMODOSSOLA, 1;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  dei VALTORTA, 48;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Viale  FULVIO TESTI, 282;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  GIAMBELLINO, 7;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Piazzale  SELINUNTE, 11;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Medici, 2;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  PICCOLOMINI, 5;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  PICCOLOMINI, 5;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Santo Spirito, 20;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  LA MASA, 20;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  STEPHENSON, 16;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  BONCOMPAGNI, 57;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  SOLARI, 8;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  MERAVIGLI, 12;<= 7
Telecom Italia S.p.A.;Microcella;Via  GROSSI, 1;<= 7
Telecom Italia S.p.A.;Telefonia;Via  MERCANTINI LUIGI, 2;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Jorini, 8;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  CONI ZUGNA, 50;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  BOVISASCA, 57;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  LAMARMORA, 27;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  PATROCLO,;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  PAPI, 20;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Viale  MOLISE, 51;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  FANTOLI, 7;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Viale  UMBRIA, 41;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  OSLAVIA, 18;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  ARQUA', 20;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  SANT'AMPELLIO, 16;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  TEANO, 16;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Andrea DORIA, 3;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  GARGANO, 51;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  BARACCHINI, 9;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  BELGIOIOSO, 70;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  degli IMBRIANI, 27;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  CADORE, 34;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Viale  GIAN GALEAZZO, 25;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Messina, 41;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  MARIANI POMPEO, 16;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Piazza  DERGANO, 9;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Viale  FAMAGOSTA, 7;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  FERRANTE APORTI, 16;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Viale  ARGONNE, 11;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  GROSIO, 3;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Viale  LUCANIA, 29;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  BRUSCHETTI, 11;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  BRISA, 7;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Corso  ITALIA, 8;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  SPADARI, 11;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Viale  MISURATA, 34;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  ROSSO DI SAN SECONDO;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  BREMBO, 27;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  PALLADIO, 12;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  LABUS, 3;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  BATTISTOTTI SASSI, 2;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  PRINA, 1;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Viale  ARETUSA, 33;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  SCIALOIA, 3;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Viale  BERBERA, 45;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  TOFFETTI, 125;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Piazzale  ARDUINO, 1;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Viale  UMBRIA, 4;> 7 e <= 20
Telecom Italia S.p.A.;Microcella;Via  GAROFALO, 39;<= 7
Telecom Italia S.p.A.;Microcella;Piazza  DUOMO,;<= 7
Telecom Italia S.p.A.;Telefonia;Via  Grossi, 1;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Viale  CASSALA, 9;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  dei PIATTI, 1;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Corso  SEMPIONE, 27;<= 7
Telecom Italia S.p.A.;Microcella;Corso  SEMPIONE, 27;<= 7
Telecom Italia S.p.A.;Microcella;Via  SANGRO,;<= 7
Telecom Italia S.p.A.;Microcella;Viale  PIRELLI, 10;<= 7
Telecom Italia S.p.A.;Telefonia;Via  SAN PAOLINO, 7;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  VISCONTI DI MODRONE, 12;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Viale  PICENO, 14;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  GRAZIANO IMPERATORE,;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  FIORAVANTI, 17;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  ORNATO, 74;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  MOSCA, 151;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Viale  ABRUZZI, 41;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  AVANCINI, 2;> 300 e <= 1000
TELESETTELAGHI S.r.l.;Televisione;Via  STEPHENSON, 43;> 300 e <= 1000
TELESPAZIO S.p.A.;Altro;Via  MECENATE, 90;<= 7
TELESPAZIO S.p.A.;Altro;Sito  AEROPORTO FORLANINI;<= 7
TELESPAZIO S.p.A.;Altro;Sito  AEROPORTO DI MALPENSA,;<= 7
TELESPAZIO S.p.A.;Altro;Sito  c/o DEBIS S.r.l.,;<= 7
TELESPAZIO S.p.A.;Altro;Viale  LEGIONI ROMANE,;> 7 e <= 20
TELESPAZIO S.p.A.;Altro;Piazza  degli AFFARI, 3;<= 7
TELESPAZIO S.p.A.;Altro;Via  CORDUSIO, 5;<= 7
TELESPAZIO S.p.A.;Altro;Via  CORDUSIO, 5;<= 7
TELESPAZIO S.p.A.;Altro;Via  FANTOLI, 32;<= 7
TELESPAZIO S.p.A.;Altro;Viale  CERTOSA, 218;> 7 e <= 20
TELESPAZIO S.p.A.;Altro;Corso  SEMPIONE, 27;<= 7
TELESPAZIO S.p.A.;Altro;Via  TAZZOLI, 15;<= 7
TELESPAZIO S.p.A.;Altro;Viale  CERTOSA, 138;<= 7
TELESPAZIO S.p.A.;Altro;Via  CARDANO, 1;<= 7
TELESPAZIO S.p.A.;Altro;Via  LORENTEGGIO, 278;<= 7
TELESPAZIO S.p.A.;Altro;Via  SOLFERINO, 28;> 7 e <= 20
TELESPAZIO S.p.A.;Altro;Via  BURIGOZZO, 5;<= 7
TEVA S.r.l.;Ponte;Via  TUCIDIDE, 56;<= 7
TIVUITALIA S.p.A.;Televisione;Via  STEPHENSON, 43;> 20 e <= 300
UNITEDCOM S.r.l.;Televisione;Via  SAN GALDINO, 5;> 300 e <= 1000
Vedetta 2 Mondialpol S.p.A.;Altro;Via  Barnaba ORIANI, 7;<= 7
Videobyte S.r.l.;Ponte;Via  Caldera, 21;<= 7
VIRGIN RADIO ITALY S.p.A.;Radiofonia;Via  VALENZA, 5;> 1000
VIRGIN RADIO ITALY S.p.A.;Ponte;Viale  RICHARD, 1;<= 7
VIRGIN RADIO ITALY S.p.A.;Ponte;Via  SAN GALDINO, 5;<= 7
VIRGIN RADIO ITALY S.p.A.;Ponte;Via  SAN GALDINO, 5;<= 7
VIRGIN RADIO ITALY S.p.A.;Ponte;Via  SAN GALDINO, 5;<= 7
VIRGIN RADIO ITALY S.p.A.;Ponte;Viale  RICHARD, 1;<= 7
VIRGIN RADIO ITALY S.p.A.;Ponte;Viale  RICHARD, 1;<= 7
VIRGIN RADIO ITALY S.p.A.;Ponte;Viale  RICHARD, 1;<= 7
VIRGIN RADIO ITALY S.p.A.;Ponte;Viale  RICHARD, 1;<= 7
VIRGIN RADIO ITALY S.p.A.;Ponte;Viale  RICHARD, 1;<= 7
VODAFONE;Telefonia;Largo  RICHINI, 2;> 20 e <= 300
VODAFONE;Telefonia;Via  VARESINA, 19;> 20 e <= 300
VODAFONE;Microcella;Piazza  DUOMO,;<= 7
VODAFONE;Telefonia;Via  FANTASIO PICCOLI, snc;> 1000
VODAFONE;Telefonia;Via  De Pretis, 36;> 300 e <= 1000
VODAFONE;Telefonia;Via  PRIMATICCIO, 213;> 300 e <= 1000
VODAFONE;Microcella;Foro  BUONAPARTE, 67;<= 7
VODAFONE;Microcella;Via  VIGEVANO, 35;<= 7
VODAFONE;Microcella;Via  BERTANI, 2;<= 7
VODAFONE;Microcella;Via  Roberto Koch, 1;<= 7
VODAFONE;Telefonia;Via  FABRIANO, 7;> 20 e <= 300
VODAFONE;Telefonia;Via  Brunelleschi, 7;> 300 e <= 1000
VODAFONE;Telefonia;Via  Giannone, 2;> 20 e <= 300
VODAFONE;Microcella;Piazza  Cordusio,;<= 7
VODAFONE;Telefonia;Viale  Brianza, 35;> 20 e <= 300
VODAFONE;Telefonia;Viale  MONZA, 270;> 20 e <= 300
VODAFONE;Telefonia;Viale  Berbera, 45;> 20 e <= 300
VODAFONE;Telefonia;Via  SARFATTI, 3;> 20 e <= 300
VODAFONE;Microcella;Foro  BUONAPARTE, 71;<= 7
VODAFONE;Telefonia;Via  MOZZONI, 1;> 20 e <= 300
VODAFONE;Telefonia;Via  ORNATO, 74;> 300 e <= 1000
VODAFONE;Microcella;Via  FATEBENEFRATELLI, 14;<= 7
VODAFONE;Telefonia;Via  Manzoni, 5;> 20 e <= 300
VODAFONE;Microcella;Via  TORTONA, 35;<= 7
VODAFONE;Ponte;Viale  RICHARD, 1;<= 7
VODAFONE;Microcella;Viale  CALDARA, 46;<= 7
VODAFONE;Telefonia;Via  TURATI, 32;> 300 e <= 1000
VODAFONE;Ponte;Via  SPADOLINI, 9;<= 7
VODAFONE;Ponte;Piazzale  CADORNA, 14;<= 7
VODAFONE;Telefonia;Via  MERULA, 7;> 20 e <= 300
VODAFONE;Telefonia;Via  Porpora, 34;> 20 e <= 300
VODAFONE;Telefonia;Via  Antonio Baldissera, 9;> 20 e <= 300
VODAFONE;Telefonia;Foro  Buonaparte, 71;> 20 e <= 300
VODAFONE;Telefonia;Via  BERNINA, 7;> 300 e <= 1000
VODAFONE;Telefonia;Viale  MARCHE, 40;> 20 e <= 300
VODAFONE;Telefonia;Via  SANTA SOFIA, 21;> 20 e <= 300
VODAFONE;Telefonia;Via  del CARAVAGGIO, 4;> 20 e <= 300
VODAFONE;Telefonia;Via  Watt, 27;> 300 e <= 1000
VODAFONE;Telefonia;Via privata  STEFANO SICCOLI;> 300 e <= 1000
VODAFONE;Telefonia;Piazza  SANT'AMBROGIO, 8;> 20 e <= 300
VODAFONE;Telefonia;Piazza  GRANDI, 24;> 300 e <= 1000
VODAFONE;Telefonia;Via  TERRAGGIO, 28;> 20 e <= 300
VODAFONE;Telefonia;Via  Soderini, 24;> 20 e <= 300
VODAFONE;Telefonia;Viale  MONTE CENERI, 36;> 20 e <= 300
VODAFONE;Telefonia;Via  ERNESTO BREDA,;> 300 e <= 1000
VODAFONE;Telefonia;Via  Fusetti, 2;> 20 e <= 300
VODAFONE;Microcella;Via  DOMODOSSOLA,;<= 7
VODAFONE;Telefonia;Piazzale  UDINE, 1;> 20 e <= 300
VODAFONE;Microcella;Corso  VITTORIO EMANUELE II, 24;<= 7
VODAFONE;Telefonia;Via  LEPONTINA, 4;> 300 e <= 1000
VODAFONE;Ponte;Via  PALMI, 4;<= 7
VODAFONE;Telefonia;Via  OLGETTINA, 60;> 20 e <= 300
VODAFONE;Telefonia;Via  GIOVANNI BATTISTA SOR;> 300 e <= 1000
